Tflash,Tfeed,Q,F,V,L,y1,y2,y3,y4,y5,y6,x1,x2,x3,x4,x5,x6
272.64155815554574,305.0,0.0,0.1,0.010553088064124158,0.08944691193587584,0.465891358653847,0.05093743132588055,0.32838986673660786,0.135403208314282,0.014301119684503868,0.005077015284878865,9.324800823900483E-4,0.10578847940822489,0.01715512345538144,0.5430157058224084,0.2219090474446293,0.11119916378696587
